rxn_id	old_dg	new_dg	diff	abs_diff	old_model_only	new_model_only	old_pH_correction	new_pH_correction	pH_correction_diff
rxn00017	-55.8266461675388	-55.95251783596058	-0.12587166842178021	0.12587166842178021	30.39098931103507	30.39098931103507	-86.21763547857387	-86.34350714699565	-0.12587166842178021
rxn00018	-38.08756695674887	-37.952777233493265	0.1347897232556079	0.1347897232556079	45.155129419462156	45.155129419462156	-83.24269637621103	-83.10790665295542	0.1347897232556079
rxn00019	-419.69790648261903	-418.3882892079831	1.3096172746359116	1.3096172746359116	-419.7604494041288	-419.7604494041288	0.06254292150975971	1.3721601961456713	1.3096172746359116
rxn00020	57.19263130217139	57.19252782266547	-0.00010347950592404231	0.00010347950592404231	57.19284088375112	57.19284088375112	-0.0002095815797247269	-0.0003130610856487692	-0.00010347950592404231
rxn00021	4.057630497281927	4.057629022926555	-1.4743553720109048e-06	1.4743553720109048e-06	4.057619071372351	4.057619071372351	1.1425909576701088e-05	9.951554204690183e-06	-1.4743553720109048e-06
rxn00022	-14.936497545405729	-14.936601024911653	-0.00010347950592404231	0.00010347950592404231	-14.936287963826004	-14.936287963826004	-0.0002095815797247269	-0.0003130610856487692	-0.00010347950592404231
rxn00024	-47.36234010025038	-47.256934561156584	0.10540553909379469	0.10540553909379469	-47.34096050961301	-47.34096050961301	-0.021379590637366164	0.08402594845642852	0.10540553909379469
rxn00025	-304.1550318825301	-304.1550318825301	0.0	0.0	-304.1550318825301	-304.1550318825301	0.0	0.0	0.0
rxn00026	-110.33880012039145	-110.3387734504725	2.6669918952393346e-05	2.6669918952393346e-05	-110.33862961147378	-110.33862961147378	-0.00017050891767667054	-0.0001438389987242772	2.6669918952393346e-05
rxn00028	-426.2475527659767	-424.09953858393214	2.1480141820445624	2.1480141820445624	-424.934943914177	-424.934943914177	-1.3126088517997232	0.8354053302448392	2.1480141820445624
rxn00029	-171.64539148030983	-172.71759989371273	-1.0722084134029046	1.0722084134029046	-131.15961890936828	-131.15961890936828	-40.48577257094155	-41.557980984344454	-1.0722084134029046
rxn00030	-8.187230333510513	-8.18724290698168	-1.2573471167343087e-05	1.2573471167343087e-05	-8.187228522622377	-8.187228522622377	-1.810888136333233e-06	-1.438435930367632e-05	-1.2573471167343087e-05
rxn00031	11.127029976140989	11.127021729236844	-8.246904144471046e-06	8.246904144471046e-06	11.127020409034799	11.127020409034799	9.567106189933838e-06	1.3202020454627927e-06	-8.246904144471046e-06
rxn00032	-411.1660293659422	-411.16602911155246	2.54389760812046e-07	2.54389760812046e-07	-411.16602989690716	-411.16602989690716	5.309649395712768e-07	7.853547003833228e-07	2.54389760812046e-07
rxn00033	-559.7666484605932	-559.7569142439648	0.009734216628316972	0.009734216628316972	-559.7656109517649	-559.7656109517649	-0.0010375088282899014	0.00869670780002707	0.009734216628316972
